text,favorite_count,retweet_count,created_at,lang,user.screen_name,user.name,user.time_zone,user.followers_count,user.statuses_count,_id
happywhitelab: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:06 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748118787072000
jbissecuteaf: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:06 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748119458152451
menofthrift: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:07 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748121186205696
Fakepix: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:07 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748121215545346
J'aime les putes #plaisirdudimanche #blackfriday,0,0,Tue Dec 01 17:50:07 +0000 2015,fr,LeTanukii,Le Tanukii,"",99,221,671748122725494785
simple8job: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:07 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748122738036736
SpokaneIWW: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:07 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748122746470400
AllTangled: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:07 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748124025704448
Centro_Akazuri: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:08 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748125334355972
RaffaRuby: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:08 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748125976080384
harrie_sandhu_: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:08 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748127406301185
Wolf_Fan_77: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:08 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748127452487680
Rick_OntheRocks: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:09 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748129058893825
wedgail: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:09 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748130652733440
Red_Sangre: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:09 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748131181170689
__CtW__: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:10 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748133223837696
Mamnuna7: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:10 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748135258050560
H_m33: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:11 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748138034708480
Bielzinpivipi: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:11 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748139674705920
khanlarov145: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:12 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748141230759936
BarnesConnor: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:12 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748143017512961
PhiRequiem: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:12 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748144888160256
eairo_arcanos: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:13 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748146628796416
RT @ethouk: Time to win a pair of these! Winner @ 4000 followers! #RT #Follow #BlackFriday #FridayFreebie https://t.co/7KOGHdEzjn hgli,0,0,Tue Dec 01 17:50:13 +0000 2015,en,mrsjb293,Jane Baker,"",61,527,671748147173961728
uG_Shocks: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:13 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748147924869121
yaniggi: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:14 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748149648744449
xMohd10: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:14 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748151301308416
mohamedmosssad1: Biggest VPN Discount of the Year! Check out https://t.co/CA2tZbWBLm #cybermonday #holiday #blackfriday,0,0,Tue Dec 01 17:50:14 +0000 2015,en,iOS_Android_App,Skyler Y,Pacific Time (US & Canada),100,37175,671748152970625024
Best of HomeVance MacArthur Nailhead Side Chair Order Now #BlackFriday at https://t.co/rgnPuQn0pu https://t.co/iNV4WhwHSL,0,0,Tue Dec 01 17:50:17 +0000 2015,en,24Shopaholic,Online Shopping,Hanoi,46458,1097213,671748166283354112
RT @LaurenECanning: Is #blackfriday losing its hype? @michaeltomdobbs shares his experience @ibmretail #retail https://t.co/QmPPrnynGK http…,0,3,Tue Dec 01 17:50:22 +0000 2015,en,eshona,Shona Eliason,Mountain Time (US & Canada),513,614,671748184662650880
RT @sebthaele: 2015 Black Friday Infographic - IBM Watson Trend Hub https://t.co/YniLvvdaF2,0,1,Tue Dec 01 17:50:23 +0000 2015,en,IBMStorage,IBM Storage,Arizona,24868,14013,671748190975193089
5 things you need to know https://t.co/6Cz76hAxKV #MacysParade #Breaking #indiedev #BlackFriday #Amazon #ad,0,0,Tue Dec 01 17:50:24 +0000 2015,en,RatesNews,#blackfriday Amazon,Pacific Time (US & Canada),21,2440,671748193902727168
Get Best Price For Safavieh Melissa Vanity Stool Buy Now #BlackFriday #CyberMonday at https://t.co/QXzeUnpjGG https://t.co/4V9icDVA7H,0,0,Tue Dec 01 17:50:24 +0000 2015,en,watana96,Watana Peter,"",10,6198,671748193953026048
Affordable HomeVance Cameron Wingback Arm Chair Order Now #BlackFriday #DealsWeek at https://t.co/ZkCJKVbLu6 https://t.co/xukq33ztgh,0,0,Tue Dec 01 17:50:24 +0000 2015,en,BestPriceShopzz,Panna Bestdeals,Pacific Time (US & Canada),19,6470,671748194309505025
Affordable Country Heights Swivel Counter Stool Buy Now #CyberMonday #BlackFriday at https://t.co/dxqKrOlOcv https://t.co/LFkXxJrNX2,0,0,Tue Dec 01 17:50:24 +0000 2015,en,cybermondayz,Black Friday USA,"",76,7340,671748195647553537
Mediamarkt y su crisis digital por el #BlackFriday  https://t.co/yPkiEpc0rk,0,0,Tue Dec 01 17:50:25 +0000 2015,es,hernandezaznar,Eduardo Hdez.-Aznar,Madrid,496,3561,671748196461244416
Inexpensive Sauder Barrister Lane Storage TV Stand Get Now #BlackFriday #CyberMonday at https://t.co/WAaDtFazn6 https://t.co/CayitLpD1T,0,0,Tue Dec 01 17:50:25 +0000 2015,en,watana96,Watana Peter,"",10,6198,671748198608723968
Get Best Price For Pyramid Trunk Cocktail Table Buy Now #BlackFriday #DealsWeek at https://t.co/hGLHMPt50N https://t.co/tThG9pRqMj,0,0,Tue Dec 01 17:50:25 +0000 2015,en,BlackFridayShoz,Yuma Wattson,"",24,6542,671748198805803008
Recommend Madison Park Bermuda 7-pc. Comforter Set Get Now #BlackFriday #DealsWeek at https://t.co/F2ekwxAznD https://t.co/llg3FwvlmV,0,0,Tue Dec 01 17:50:25 +0000 2015,en,BestPriceShopzz,Panna Bestdeals,Pacific Time (US & Canada),19,6470,671748199145594880
Affordable ACHLA Tall Double Offset Pole - Heavy Duty Buy Now #BlackFriday #DealsWeek at https://t.co/7CNvrwXYQ1 https://t.co/PEBa30EfQq,0,0,Tue Dec 01 17:50:25 +0000 2015,en,Cobragold_YMM,Cobragold YMM,Pacific Time (US & Canada),7,6922,671748199783075840
Great buy Quickway Imports 3 Section Wall Planter Order Now #CyberMonday #BlackFriday at https://t.co/bzbcbnnTQK https://t.co/7LQaEIqOA8,0,0,Tue Dec 01 17:50:26 +0000 2015,en,cybermondayz,Black Friday USA,"",76,7340,671748200621993984
"Over 360,000 prizes! Get in on the wins for a chance to get points for #blackfriday https://t.co/t8aIPCq66r via @SYWSweeps",0,0,Tue Dec 01 17:50:26 +0000 2015,en,maivue987654321,Mai Vue,"",9,86,671748203105112065
Affordable Elegant Home Fashions Weaver Bench Get Now #BlackFriday at https://t.co/vfRbOt4T2w https://t.co/HkrGVDoZIF,0,0,Tue Dec 01 17:50:30 +0000 2015,en,solvent691,Seasonal Shopping,"",31511,23029,671748218770710528
"RT @Chez_Violette: FREE SHIPPING until dec-3
https://t.co/XN3agmx2KS 
#Cybermonday #BlackFriday #Thanksgiving #sales #Paris https://t.co/H4…",0,1,Tue Dec 01 17:50:31 +0000 2015,en,giftbyliz,giftbyliz.com,"",1344,42610,671748224823132161
"RT @Silverpop: Mobility takes center stage this #BlackFriday, up over 30%: https://t.co/ywoflN2Sia @ibmmobile #WatsonTrend https://t.co/9wV…",0,3,Tue Dec 01 17:50:32 +0000 2015,en,aclconsultores,ACL Consultores,Pacific Time (US & Canada),1298,4838,671748226123452416
"RT @ibmmobile: This #BlackFriday mobile traffic exceeded desktop, accounting for 57.2% of all online traffic, an increase of 15.2% over 201…",0,5,Tue Dec 01 17:50:36 +0000 2015,en,BrianLamme,Brian Lamme,Amsterdam,1123,6255,671748245668954112
RT @PartnersPrefer: https://t.co/t4T2lNA5Ed #BlackFriday Preferred Listing Special 90% off #waterdamagerestoration #plumbing or #carpetclea…,0,3,Tue Dec 01 17:50:38 +0000 2015,en,Sullivan_seo,David L. Sullivan,Arizona,1406,3502,671748252497149952
RT @RedCrossDenver: Participating in #GivingTuesday feels way better than shopping on #BlackFriday! Give Something That Means Something: ht…,0,1,Tue Dec 01 17:50:39 +0000 2015,en,LocalMarket9,Local Market 9NEWS,Mountain Time (US & Canada),16429,46600,671748258365087745
Great buy Kichler Cameron Outdoor Wall Lantern Get Now #BlackFriday #CyberModay at https://t.co/EaXX11A0xR https://t.co/AnusMDKFSM,0,0,Tue Dec 01 17:50:39 +0000 2015,en,Girlshopz,Cyber Monday Deals,Pacific Time (US & Canada),41113,34372,671748258432086016
"You could say we had fun on #blackfriday @ Moe's Alley, Santa Cruz https://t.co/FiTWJojDuA",0,1,Tue Dec 01 17:50:40 +0000 2015,en,DurbinRock,James Durbin,Pacific Time (US & Canada),152407,6418,671748262421012480
"RT @edenjet: #Repost @lezardswim
・・・
b e  f r e e 
Our Moonraker #suspender #suit on #Sale now with BlackFriday… https://t.co/5nhe0uNeun",0,1,Tue Dec 01 17:50:42 +0000 2015,en,LookerContent,LOOKER,Pacific Time (US & Canada),59,435,671748269261721600
RT @ItsReginaG: why she gotta take it from the kid like that 😭😭😭 #BlackFriday  https://t.co/L3sTt20PEw,0,741,Tue Dec 01 17:50:42 +0000 2015,en,Christiiianpaul,fuk it up,Arizona,338,8128,671748270767529984
RT @datavalidation: The initial analyses from #BlackFriday = #EmailMarketing Wins the Day by @icontact https://t.co/b351j6Wz4O https://t.co…,0,1,Tue Dec 01 17:50:43 +0000 2015,en,email_expert,emailexpert.org  ♛ ,Auckland,15612,12364,671748273787547648
"RT @chemaalonso: El lado del mal - La novela ""Cluster"" de 0xWord Pocket y el Black Friday https://t.co/LTOXTptD2J #BlackFriday }:) https://…",0,29,Tue Dec 01 17:50:45 +0000 2015,und,EdwinArias_31,Edwin Arias,"",7,9,671748279890235392
RT @Kids2ndwear: https://t.co/2opTq7Z8vD #BlackFriday #Xmas #Christmas #CyberMonday #sale #clothes #fashion #winter #style,0,1,Tue Dec 01 17:50:45 +0000 2015,und,yus4,The Entertainer!!,Amsterdam,755,8229,671748281039519745
RT @kindcarer: RT @BHS_UK much luck all  #Win 1 of 4 Christmas hampers HUGE #BlackFriday offers: https://t.co/8dJONpj5zQ  https://t.co/qNdx…,0,1,Tue Dec 01 17:50:45 +0000 2015,en,nikkitucker,nikki tucker,Europe/London,337,8192,671748281312149504
#BlackFriday y #CyberMonday son un timo según la @consumidores  https://t.co/iK4Yp8nRPd,0,0,Tue Dec 01 17:50:46 +0000 2015,es,Anabelenlei,Ana Belén Leíño,Madrid,915,2726,671748287448408064
#blackfriday #cybermonday #makeuphaul #beautyhaul #makeup #makeupaddict #makeupjunkie… https://t.co/8ehzISAW55,0,0,Tue Dec 01 17:50:47 +0000 2015,und,fallendroplet,Becky,Eastern Time (US & Canada),49,326,671748289860083712
"RT @philmargolies: Maybe it's just me, but shouldn't #BlackFriday and #GivingTuesday be reversed on the calendar. How can you give if you'v…",0,1,Tue Dec 01 17:50:49 +0000 2015,en,typodmary,jenn myers,"",160,3028,671748299276214272
Are #BlackFriday sales going down? https://t.co/BYaLN1ZMvn,0,0,Tue Dec 01 17:50:53 +0000 2015,en,MassBizBlog,Mass Business Blog,"",438,299,671748313646018562
#Friday13 1929=1987=2015 #Ophiuchus #Moon $VIX #MarketCrash #BlackFriday #MustRead #purpose #FridayReads #Friday13th  #BookBoost #ff …,0,0,Tue Dec 01 17:50:53 +0000 2015,und,261313zodiac,26=13=13zodiac,"",700,18881,671748314828840960
#Friday13 1929=1987=2015 #Ophiuchus #Moon $VIX #MarketCrash #BlackFriday #MustRead #purpose #FridayReads #Friday13th  #BookBoost #ff …,0,0,Tue Dec 01 17:50:53 +0000 2015,und,Ophiuchus2613,Ophiuchus26,"",200,10578,671748316582031361
"El #FireTV de @amazon se vendió 6 veces más para el #BlackFriday de 2015, que en la misma fecha en 2014 #CapituloBursátil",0,0,Tue Dec 01 17:50:53 +0000 2015,es,almuerzonegocio,Almuerzo de Negocios,La Paz,10629,55865,671748316615479296
Check out the latest deals on Amazon #deals #discout #cybermonday #blackfriday https://t.co/UxzHRZ91XI,0,0,Tue Dec 01 17:50:53 +0000 2015,en,VeroDominguezOK,Vero Dominguez,Pacific Time (US & Canada),44,108,671748317013868544
RT @etsymeetntweet: BAMSale https://t.co/wFFdHUtnve https://t.co/IibVmMvyTW #BlackFriday #Etsymntt #EtsyGifts,0,14,Tue Dec 01 17:50:54 +0000 2015,en,sapphireisland,Patty Andrea,"",1750,65586,671748318192648198
#SALEOFF #BLACKFRIDAY https://t.co/CIaYJmPxaW https://t.co/o7IAyQGT4C,0,0,Tue Dec 01 17:50:54 +0000 2015,und,jacquel06471289,JacquelynGeorge208,"",1419,605,671748318662266881
"RT @DurbinRock: You could say we had fun on #blackfriday @ Moe's Alley, Santa Cruz https://t.co/FiTWJojDuA",0,1,Tue Dec 01 17:50:58 +0000 2015,en,joenickevin12,cheyanne blanco,"",1390,55154,671748334931996672
"#ThanksgivingThursday #BlackFriday, #SmallBusinessSaturday, #CyberMonday #GivingTuesday - #AmericanExceptionalism Spending like no other!",0,0,Tue Dec 01 17:50:59 +0000 2015,en,TVerEater,Lo Lo,Eastern Time (US & Canada),59,718,671748340309192709
RT @gustyea66: La OCU demuestra el fraude casi general del #BlackFriday en España https://t.co/L7EnAhn75T https://t.co/Hfy4o2uP5o,0,18,Tue Dec 01 17:51:01 +0000 2015,es,miguel_sb8,miguel angel sierra,Madrid,143,3499,671748348626534400
#BlackFriday Deal - 99cents Erotic Fight for Love and Country in Naked Rebel @AnitaPhilmar https://t.co/eumWpgcEJx via @anitaphilmar,0,2,Tue Dec 01 17:51:02 +0000 2015,en,RobertsoKing,Melanie King,Quito,2354,76834,671748355052199938
RT @Kids2ndwear: Baby Girls Clothes Long Sleeve Next Christmas Cardigan 12-18 Months https://t.co/yJVXeWXvXH @eBay #BlackFriday #Xmas #Chri…,0,1,Tue Dec 01 17:51:11 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748391781691392
RT @Kohls: RT for a chance to win everyone’s favorite gadget—the KitchenAid mixer! #KohlsSweepstakes #BlackFriday https://t.co/5Y2tBpYmSF,0,6696,Tue Dec 01 17:51:13 +0000 2015,en,mjor14,Mara Ruano,"",43,468,671748399423713280
"Me dicen que debo madurar pero yo ya he madurado, ya no caigo ni creo en las ofertas del #BlackFriday.",2,0,Tue Dec 01 17:51:13 +0000 2015,es,odyamame,LaLic,"",2935,10293,671748400321171456
"RT @MSNBC: ̶#̶B̶l̶a̶c̶k̶F̶r̶i̶d̶a̶y̶, ̶#̶C̶y̶b̶e̶r̶M̶o̶n̶d̶a̶y̶,̶  now it's #GivingTuesday: https://t.co/SSmkCeRdYi https://t.co/FBv4LSISbn",0,22,Tue Dec 01 17:51:14 +0000 2015,und,theahmad__,aswalker,Central Time (US & Canada),1080,92999,671748403185881088
a #blackfriday acabou mas ainda tem GUANABARA por R$129 &gt;&gt;&gt; https://t.co/oz8QdfVFvK https://t.co/SM388nvIEo,0,0,Tue Dec 01 17:51:16 +0000 2015,pt,absurdamkt,absurdamkt no snap,Brasilia,16150,29371,671748410001793025
RT @Kids2ndwear: Baby Boys Clothes Designer Diesel Grey Hooded Jacket Size 2 https://t.co/nPfU4aGztB @eBay #BlackFriday #Xmas #Christmas #C…,0,1,Tue Dec 01 17:51:16 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748410735767553
RT @Kids2ndwear: Womens Clothes Winter Coat Bon Marche Size 22  https://t.co/D3lD7MZlL4 @eBay #BlackFriday #Xmas #Christmas #CyberMonday #w…,0,2,Tue Dec 01 17:51:18 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748419292106752
I wonder if reduction in #BlackFriday spending would translate to a better #GivingTuesday this year.,0,0,Tue Dec 01 17:51:18 +0000 2015,en,sgbani1,shannon ghorbani,Central Time (US & Canada),10,19,671748421527724032
Create your customized emails for upcoming #BlackFriday &amp; #CyberMonday &gt; https://t.co/iXjtwN4C7W … &lt; #EmailDesign #EmailTips #emailmarketing,0,0,Tue Dec 01 17:51:19 +0000 2015,en,BedrosGesaratsi,Bedros Gesaratsian,Stockholm,1087,8256,671748422446223360
RT @Kids2ndwear: Womens Clothes Winter Coat Size 22 Next Christmas Gift  https://t.co/5oT4jw8p4L @eBay #BlackFriday #Xmas #Christmas #Cyber…,0,2,Tue Dec 01 17:51:21 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748430692265984
RT @EmmaHiggins25: RT to win my 'Winter' linocut. 20% off use code BLACKFRIDAY in my #Etsy or #Folksy shop. This comp &amp;offer end 1stDec htt…,0,132,Tue Dec 01 17:51:21 +0000 2015,en,WendyMounce,WendyInDevon,"",476,12241,671748432751644673
RT @Kids2ndwear: Womens High Heel Peep Toe New Look Shoes Size 8 Euro 41 Wide Fit https://t.co/Hd3LfYJTvL @eBay #BlackFriday #Xmas #Christm…,0,1,Tue Dec 01 17:51:23 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748441433907201
RT @EpicClips: God Dayum!! #BlackFriday https://t.co/SYPUX6slve,0,516,Tue Dec 01 17:51:24 +0000 2015,en,Dcarlo_Gordon,BasedxLegendx,"",603,11979,671748447310094336
RT @Kids2ndwear: Ladies Red Designer Nine West Peep Toe Size 8W  https://t.co/RefL5D9orv @eBay #BlackFriday #Xmas #Christmas #CyberMonday #…,0,1,Tue Dec 01 17:51:25 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748450824953856
France vows to 'destroy' fanatics https://t.co/h4aQKBfpVL #MacysParade #Breaking #indiedev #BlackFriday #Amazon #ad,1,1,Tue Dec 01 17:51:26 +0000 2015,en,RatesNews,#blackfriday Amazon,Pacific Time (US & Canada),21,2440,671748452582162432
RT @EPinternacional: ¿Qué es el #GivingTuesday? Te contamos qué significa #UnDíaParaDar @GivingTuesdayES - https://t.co/1KauvJxwNr https://…,0,13,Tue Dec 01 17:51:26 +0000 2015,es,hugogmartin,Hugo Martín,Madrid,325,694,671748454864003072
RT @Kids2ndwear: Baby Boys Clothes Designer Red Timberland Coat 2 Years https://t.co/IsGWajGm67 @eBay #BlackFriday #Xmas #Christmas #CyberM…,0,1,Tue Dec 01 17:51:27 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748457544175620
RT @guncontroltee: https://t.co/1dJvAeQySx Check Meowt T-shirt 15% off for Retweet! #style #fashion #tshirts #cat #BlackFriday #sales https…,0,21,Tue Dec 01 17:51:29 +0000 2015,en,TheWarDrugs,The War On Drugs,"",68,507,671748465421123584
RT @Kids2ndwear: Ladies Designer Denim Diesel Jeans Size 28 https://t.co/v5RKQuXH7z @eBay #BlackFriday #Xmas #Christmas #CyberMonday #sale …,0,1,Tue Dec 01 17:51:30 +0000 2015,de,yus4,The Entertainer!!,Amsterdam,755,8229,671748468625555456
RT @Kids2ndwear: Check out Girls Clothes Christmas Next Winter Leggings 2-3 Years https://t.co/3Ss5cSmjyP @eBay #BlackFriday #Xmas #Christm…,0,1,Tue Dec 01 17:51:31 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748476519260161
RT @Kids2ndwear: Check out Baby Girls Clothes Long Sleeve Next Christmas Cardigan 12-18 Months https://t.co/yJVXeWXvXH @eBay #BlackFriday #…,0,1,Tue Dec 01 17:51:36 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748495737507840
In honor of #cybermonday #blackfriday #smallbusinesssaturday 20% off sale! Call 303-421-6449 for details https://t.co/v2i5PXXd30,0,1,Tue Dec 01 17:51:37 +0000 2015,en,AAutoDetailCO,A Auto Detail Svc.,"",65,983,671748498790813696
#dapperguy @AustinFullerNJ donning the new #BlackFriday threads @dbnewsjournal https://t.co/qHV6N74uYc,0,0,Tue Dec 01 17:51:39 +0000 2015,en,CasmiraDBNJ,Casmira M. Harrison,Eastern Time (US & Canada),413,3631,671748506223267840
RT @Kids2ndwear: Check out Girls Clothes Next Winter Coat Leopard Print 2-3 Years https://t.co/hzkIWCeWsU @eBay #BlackFriday #Xmas #Christm…,0,1,Tue Dec 01 17:51:43 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748524032327680
RT @Kids2ndwear: Check out Baby Boys Clothes Designer Diesel Grey Hooded Jacket Size 2 https://t.co/nPfU4aGztB @eBay #BlackFriday #Xmas #Ch…,0,2,Tue Dec 01 17:51:45 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748534169903104
RT @RatesNews: France vows to 'destroy' fanatics https://t.co/h4aQKBfpVL #MacysParade #Breaking #indiedev #BlackFriday #Amazon #ad,0,1,Tue Dec 01 17:51:47 +0000 2015,en,BotIndie,Indie Bot,Eastern Time (US & Canada),341,11933,671748541698711552
RT @Kids2ndwear: Womens Clothes Winter Coat Bon Marche Size 22  https://t.co/D3lD7MZlL4 @eBay #BlackFriday #Xmas #Christmas,0,6,Tue Dec 01 17:51:48 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748546966736897
RT @EpicClips: Stay indoors cos it's a war zone out there #BlackFriday https://t.co/3KW4aIL685,0,166,Tue Dec 01 17:51:50 +0000 2015,en,Dcarlo_Gordon,BasedxLegendx,"",603,11979,671748555728683010
RT @Kids2ndwear: Girls Clothes Indian Bollywood Churidar Dress Size 20 Wedding Eid Diwali Xmas  https://t.co/GIzGlsv5Ow @eBay #BlackFriday …,0,2,Tue Dec 01 17:51:51 +0000 2015,tl,yus4,The Entertainer!!,Amsterdam,755,8229,671748559377666048
RT @Kids2ndwear: Check out Girls Clothes Indian Wedding Bollywood Dress Churidar Eid Xmas Size 18 https://t.co/U49iTrHgMd @eBay #BlackFrida…,0,2,Tue Dec 01 17:51:53 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748566243778565
RT @SuperBock: Adivinha o que aí vem. ;) #BlackFriday #SuperBock #Stout https://t.co/ZFR6KfZskY,0,4,Tue Dec 01 17:51:54 +0000 2015,pt,paulobenfica,Paulo Benfica,Lisbon,23,54,671748570953986048
RT @AAutoDetailCO: In honor of #cybermonday #blackfriday #smallbusinesssaturday 20% off sale! Call 303-421-6449 for details https://t.co/v2…,0,1,Tue Dec 01 17:51:54 +0000 2015,en,Mark642,Mark Mueller,America/Denver,227,4042,671748573109731328
RT @Kids2ndwear: Check out Baby Clothes 9-12 Months Christmas Vest All In One Body Suit https://t.co/dg0qCmLyKr @eBay #BlackFriday #Xmas #C…,0,1,Tue Dec 01 17:51:55 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748575953608705
"#OregonsGive

We like the thought of #GivingTuesday balancing out #BlackFriday.
Please check out this list of... https://t.co/OCpCvdGWfw",0,0,Tue Dec 01 17:51:56 +0000 2015,en,parisgroup,Paris Group Realty,Pacific Time (US & Canada),297,504,671748577614499840
RT @Kids2ndwear: Check out Baby Clothes 12-18 Months Santa Costume Father Christmas Outfit  https://t.co/cdxLGajbqd @eBay #BlackFriday #Xma…,0,1,Tue Dec 01 17:51:57 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748585038422016
RT @Kids2ndwear: Check out BNWT baby Girls Cotton Top Upto 1 Month F&amp;F  https://t.co/DhRBbcoz8C @eBay #BlackFriday #Xmas #Christmas,0,1,Tue Dec 01 17:51:59 +0000 2015,en,yus4,The Entertainer!!,Amsterdam,755,8229,671748592177168384
